ID|Name|Location|Repository
Guildhall3035|Corporation of London Records Office [formerly Guildhall]: 3035|London|Corporation of London Records Office [formerly Guildhall]
Guildhall3313|Corporation of London Records Office [formerly Guildhall]: 3313|London|Corporation of London Records Office [formerly Guildhall]
Guildhall25125|Corporation of London Records Office [formerly Guildhall]:  25125/32|London|Corporation of London Records Office [formerly Guildhall]
GuildhallHorn|Corporation of London Records Office [formerly Guildhall]:  Liber Horn|London|Corporation of London Records Office [formerly Guildhall]
GuildhallLBK|Corporation of London Records Office [formerly Guildhall]: MS COL/AD/01/010|London|Corporation of London Records Office [formerly Guildhall]
CamCCC8|Corpus Christi College: 8|Cambridge UK|Corpus Christi College
CamCCC14|Corpus Christi College: 14|Cambridge UK|Corpus Christi College
CamCCC26|Corpus Christi College: 26|Cambridge UK|Corpus Christi College
CamCCC31|Corpus Christi College: 31|Cambridge UK|Corpus Christi College
CamCCC61|Corpus Christi College: 61|Cambridge UK|Corpus Christi College
CamCCC78|Corpus Christi College: 78|Cambridge UK|Corpus Christi College
CamCCC80|Corpus Christi College: 80|Cambridge UK|Corpus Christi College
CamCCC145|Corpus Christi College: 145|Cambridge UK|Corpus Christi College
CamCCC150|Corpus Christi College: 150|Cambridge UK|Corpus Christi College
CamCCC171|Corpus Christi College: 171|Cambridge UK|Corpus Christi College
CamCCC174|Corpus Christi College: 174|Cambridge UK|Corpus Christi College
CamCCC233|Corpus Christi College: 233|Cambridge UK|Corpus Christi College
CamCCC278|Corpus Christi College: 278|Cambridge UK|Corpus Christi College
CamCCC293|Corpus Christi College: 293|Cambridge UK|Corpus Christi College
CamCCC294|Corpus Christi College: 294|Cambridge UK|Corpus Christi College
CamCCC298|Corpus Christi College: 298|Cambridge UK|Corpus Christi College
CamCCC301|Corpus Christi College: 301|Cambridge UK|Corpus Christi College
CamCCC313|Corpus Christi College: 313|Cambridge UK|Corpus Christi College
CamCCC327|Corpus Christi College: 327|Cambridge UK|Corpus Christi College
CamCCC329|Corpus Christi College: 329|Cambridge UK|Corpus Christi College
CamCCC337|Corpus Christi College: 337|Cambridge UK|Corpus Christi College
CamCCC369|Corpus Christi College: 369|Cambridge UK|Corpus Christi College
CamCCC379|Corpus Christi College: 379|Cambridge UK|Corpus Christi College
CamCCC392|Corpus Christi College: 392|Cambridge UK|Corpus Christi College
CamCCC402|Corpus Christi College: 402|Cambridge UK|Corpus Christi College
CamCCC405|Corpus Christi College: 405|Cambridge UK|Corpus Christi College
CamCCC408|Corpus Christi College: 408|Cambridge UK|Corpus Christi College
CamCCC417|Corpus Christi College: 417|Cambridge UK|Corpus Christi College
CamCCC423|Corpus Christi College: 423|Cambridge UK|Corpus Christi College
CamCCC441|Corpus Christi College: 441|Cambridge UK|Corpus Christi College
CamCCC444|Corpus Christi College: 444|Cambridge UK|Corpus Christi College
CamCCC481|Corpus Christi College: 481|Cambridge UK|Corpus Christi College
CamCCC496|Corpus Christi College: 496|Cambridge UK|Corpus Christi College
OxfCCC4|Corpus Christi College: 4|Cambridge UK|Corpus Christi College
OxfCCC33|Corpus Christi College: 33|Cambridge UK|Corpus Christi College
OxfCCC36|Corpus Christi College: 36|Cambridge UK|Corpus Christi College
OxfCCC59|Corpus Christi College: 59|Cambridge UK|Corpus Christi College
OxfCCC61|Corpus Christi College: 61|Cambridge UK|Corpus Christi College
OxfCCC67|Corpus Christi College: 67|Cambridge UK|Corpus Christi College
OxfCCC132|Corpus Christi College: 132|Cambridge UK|Corpus Christi College
OxfCCC155|Corpus Christi College: 155|Cambridge UK|Corpus Christi College
OxfCCC172|Corpus Christi College: 172|Cambridge UK|Corpus Christi College
OxfCCC198|Corpus Christi College: 198|Cambridge UK|Corpus Christi College
OxfCCC201|Corpus Christi College: 201|Cambridge UK|Corpus Christi College
OxfCCC203|Corpus Christi College: 203|Cambridge UK|Corpus Christi College
OxfCCC218|Corpus Christi College: 218|Cambridge UK|Corpus Christi College
OxfCCC226|Corpus Christi College: 226|Cambridge UK|Corpus Christi College
OxfCCC237|Corpus Christi College: 237|Cambridge UK|Corpus Christi College
OxfCCC242|Corpus Christi College: 242|Cambridge UK|Corpus Christi College
OxfCCC255|Corpus Christi College: 255|Cambridge UK|Corpus Christi College
OxfCCC261|Corpus Christi College: 261|Cambridge UK|Corpus Christi College
OxfCCC274|Corpus Christi College: 274|Cambridge UK|Corpus Christi College
OxfCCC431|Corpus Christi College: 431|Cambridge UK|Corpus Christi College
OxfCCCGlanv|Corpus Christi College: copy of STC 1536|Cambridge UK|Corpus Christi College
CovArc112|Coventry Archives: PA 11/2 [Robert Croo MS]|Coventry|Coventry Archives
CovArc111|Coventry Archives: PA 11/1 [Robert Croo manuscript fragments]|Coventry|Coventry Archives
CovAcc3251|Coventry Archives: Acc. 325/1|Coventry|Coventry Archives
CovAcc351|Coventry Archives: Acc. 351|Coventry|Coventry Archives
CovLeet|Coventry Archives: Leet Book, BA/E/F/37/1|Coventry|Coventry Archives
ExeterDRO2507|Devon Record Office: 2507|Exeter|Devon Record Office
ExeterDRORoll59|Devon Record Office: Misc. Roll 59|Exeter|Devon Record Office
Douai7|Douai Abbey: 7|Woolhampton|Douai Abbey
DrWilliamsAnc3|Dr Williams’s Library: Anc. 3|London|Dr Williams’s Library
Badminton|Duke of Beaufort: MS 704.1.16|Badminton|Duke of Beaufort
ArunHar|Duke of Norfolk: MS Arundel-Harrington|Arundel Castle|Duke of Norfolk
ArunPrick|Duke of Norfolk: MS Prick of Conscience|Arundel Castle|Duke of Norfolk
ArunLives|Duke of Norfolk: MS Lives of Sts Edmund and Fremund|Arundel Castle|Duke of Norfolk
Alnwick79|Duke of Northumberland: MS 79|Alnwick Castle|Duke of Northumberland
Alnwick82|Duke of Northumberland: MS 82|Alnwick Castle|Duke of Northumberland
Alnwick455|Duke of Northumberland: MS 455|Alnwick Castle|Duke of Northumberland
Alnwick468|Duke of Northumberland: MS 468 (formerly D.XI.1)|Alnwick Castle|Duke of Northumberland
Belvoir|"Duke of Rutland: 
               Fall of Princes MS"|Belvoir Castle|Duke of Rutland
Dulwich22|Dulwich College: 22|London|Dulwich College
Dulwich24|Dulwich College: 24|London|Dulwich College
DurChComm|Durham Bishopric Records, Church Commission: 220201/2 (on deposit in Durham University Library)|Durham|Durham Bishopric Records, Church Commission
DurArchDun60|Durham Cathedral Dean and Chapter Archives: Archid. Dunelm. 60|Durham|Durham Cathedral Dean and Chapter Archives
DurArchReg4|Durham Cathedral Dean and Chapter Archives: Registrum Parvum IV [olim Prior’s Kitchen]|Durham|Durham Cathedral Dean and Chapter Archives
DurCathA312|Durham Cathedral Library: A.III.12|Durham|Durham Cathedral Library
DurCathA425|Durham Cathedral Library: A.IV.25|Durham|Durham Cathedral Library
DurCathBI18|Durham Cathedral Library: B.I.18|Durham|Durham Cathedral Library
DurCathB334|Durham Cathedral Library: B.III.34|Durham|Durham Cathedral Library
DurCathB419|Durham Cathedral Library: B.IV.19|Durham|Durham Cathedral Library
DULCosVi9|Durham University Library: Cosin V.i.9|Durham|Durham University Library
DULCosVi12|Durham University Library: Cosin V.i.12|Durham|Durham University Library
DULCosVii8|Durham University Library: Cosin V.ii.8|Durham|Durham University Library
DULCosVii13|Durham University Library: Cosin V.ii.13|Durham|Durham University Library
DULCosVii14|Durham University Library: Cosin V.ii.14|Durham|Durham University Library
DULCosVii15|Durham University Library: Cosin V.ii.15|Durham|Durham University Library
DULCosVii16|Durham University Library: Cosin V.ii.16|Durham|Durham University Library
DULCosViii2|Durham University Library: Cosin V.iii.2|Durham|Durham University Library
DULCosViii5|Durham University Library: Cosin V.iii.5|Durham|Durham University Library
DULCosViii9|Durham University Library: Cosin V.iii.9|Durham|Durham University Library
DULCosViii10|Durham University Library: Cosin V.iii.10|Durham|Durham University Library
DULCosViii11|Durham University Library: Cosin V.iii.11|Durham|Durham University Library
DULCosViii24|Durham University Library: Cosin V.iii.24|Durham|Durham University Library
DULCosViv2|Durham University Library: Cosin V.iv.2|Durham|Durham University Library
DULCosViv4|Durham University Library: Cosin V.iv.4|Durham|Durham University Library
DULCosVv12|Durham University Library: Cosin V.v.12|Durham|Durham University Library
DULCosVv15|Durham University Library: Cosin V.v.15|Durham|Durham University Library
DULCosVv19|Durham University Library: Cosin V.v.19|Durham|Durham University Library
DULBamSel13|"Durham University Library: Bamburgh Sel 13. (printed Higden’s Polychronicon, trans. Trevisa,
            1495)"|Durham|Durham University Library
Aylesford|Earl of Aylesford: Kings of England|Aylesford|Earl of Aylesford
BrechinFordun|"Earl of Dalhousie: Fordun’s Chronicle, on deposit at Edinburgh, Scottish Record Office, MS
            GD5/26/48"|Brechin Castle|Earl of Dalhousie
BrechinWintoun|"Earl of Dalhousie: Wintoun’s Chronicle
            "|Brechin Castle|Earl of Dalhousie
BrechinSTC3215|"Earl of Dalhousie: John Barbour, Buik of Alexander the grit, [Edinburgh, Arbuthnet, c. 1580] (STC
            321.5)"|Brechin Castle|Earl of Dalhousie
Holkham229|Earl of Leicester: MS 229|Holkham Hall|Earl of Leicester
Holkham667|Earl of Leicester: MS 667|Holkham Hall|Earl of Leicester
Holkham668|Earl of Leicester: MS 668|Holkham Hall|Earl of Leicester
Holkham670|Earl of Leicester: MS 670|Holkham Hall|Earl of Leicester
Holkham755|Earl of Leicester: Covers of Old Law Books, MS 755|Holkham Hall|Earl of Leicester
HolkhamDeed116|Earl of Leicester: Archives, Deed 116|Holkham Hall|Earl of Leicester
EDU27|Edinburgh University Library: 27|Edinburgh|Edinburgh University Library
EDU42|Edinburgh University Library: 42|Edinburgh|Edinburgh University Library
EDU82|Edinburgh University Library: 82|Edinburgh|Edinburgh University Library
EDU107|Edinburgh University Library: 107|Edinburgh|Edinburgh University Library
EDU114|Edinburgh University Library: 114|Edinburgh|Edinburgh University Library
EDU186|Edinburgh University Library: 186|Edinburgh|Edinburgh University Library
EDU202|Edinburgh University Library: 202|Edinburgh|Edinburgh University Library
EDU205|Edinburgh University Library: 205|Edinburgh|Edinburgh University Library
EDU218|Edinburgh University Library: 218|Edinburgh|Edinburgh University Library
EDUDbII18|Edinburgh University Library: Db.II.18|Edinburgh|Edinburgh University Library
EDUDc143|Edinburgh University Library: Dc.1.43 [Ruthven MS]|Edinburgh|Edinburgh University Library
EDUDk749|Edinburgh University Library: Dk.7.49 [Elphinston MS]|Edinburgh|Edinburgh University Library
EDULaiii149|Edinburgh University Library: La.III.149 [olim Laing 149]|Edinburgh|Edinburgh University Library
EDULaiii164|Edinburgh University Library: La.III.164 [olim Laing 164]|Edinburgh|Edinburgh University Library
EDULaiii431|Edinburgh University Library: La.III.431 [olim Laing 431]|Edinburgh|Edinburgh University Library
EDULaiii450|Edinburgh University Library: La.III.450/1 [olim Laing 450]|Edinburgh|Edinburgh University Library
EDULaiii514|Edinburgh University Library: La.III.514 [olim Laing 514]|Edinburgh|Edinburgh University Library
EDULaiii521|Edinburgh University Library: La.III.521 [olim Laing 521]|Edinburgh|Edinburgh University Library
EDULaiv27|Edinburgh University Library: La.IV.27|Edinburgh|Edinburgh University Library
EDULaiv28|Edinburgh University Library: La.IV.28|Edinburgh|Edinburgh University Library
Ely|Ely Cathedral: Ely Cathedral MS|Ely|Ely Cathedral
CamEmm27|Emmanuel College: I.2.6 (27)|Cambridge UK|Emmanuel College
CamEmm95|Emmanuel College: I.4.16 (95)|Cambridge UK|Emmanuel College
CamEmm106|Emmanuel College: I.4.31 (106)|Cambridge UK|Emmanuel College
CamEmm246|Emmanuel College: III.3.13 (246)|Cambridge UK|Emmanuel College
CamEmm263|Emmanuel College: 263|Cambridge UK|Emmanuel College
CamEmm405|Emmanuel College: 405|Cambridge UK|Emmanuel College
RomeEC1306|English College: AVCAU MS 1405|Rome|English College
EscorIVa24|Escorial Bibl.: iv.a.24|Madrid|Escorial Bibl.
EscorGII19|Escorial Castellanos: G.II.19|Madrid|Escorial Castellanos
Eton34|Eton College: 34|Eton|Eton College
Eton36|Eton College: 36|Eton|Eton College
Eton98|Eton College: 98|Eton|Eton College
ExeterCath3521|Exeter Cathedral Library: 3521, item 5(a)|Exeter|Exeter Cathedral Library
OxfExe47|Exeter College: 47|Oxford|Exeter College
OxfExe129|Exeter College: 129|Oxford|Exeter College
ExeterSammelband|Exeter College: A sammelband, 9.M.4815|Oxford|Exeter College
CamFitz55|Fitzwilliam Museum: 55|Cambridge UK|Fitzwilliam Museum
CamFitz56|Fitzwilliam Museum: 56|Cambridge UK|Fitzwilliam Museum
CamFitz261|Fitzwilliam Museum: 261|Cambridge UK|Fitzwilliam Museum
CamFitz276|Fitzwilliam Museum: 276*|Cambridge UK|Fitzwilliam Museum
CamFitz355a|Fitzwilliam Museum: 355 (a)|Cambridge UK|Fitzwilliam Museum
CamFitz40-1950|Fitzwilliam Museum: 40-1950 [olim Yates Thompson 83, ‘Talbot Hours’]|Cambridge UK|Fitzwilliam Museum
CamFitz41-1950|Fitzwilliam Museum: 41-1950 [olim Thompson 84, Beauchamp Hours]|Cambridge UK|Fitzwilliam Museum
CamFitzMc123|Fitzwilliam Museum: McClean 123|Cambridge UK|Fitzwilliam Museum
CamFitzMc128|Fitzwilliam Museum: McClean 128|Cambridge UK|Fitzwilliam Museum
CamFitzMc130|Fitzwilliam Museum: McClean 130|Cambridge UK|Fitzwilliam Museum
CamFitzMc131|Fitzwilliam Museum: McClean 131|Cambridge UK|Fitzwilliam Museum
CamFitzMc181|Fitzwilliam Museum: McClean 181 [olim Ashburnham 127]|Cambridge UK|Fitzwilliam Museum
CamFitzMc182|Fitzwilliam Museum: McClean 182 [olim Ashburnham 134]|Cambridge UK|Fitzwilliam Museum
CamFitzMc183|Fitzwilliam Museum: McClean 183|Cambridge UK|Fitzwilliam Museum
CamFitzMc184|Fitzwilliam Museum: McClean 184|Cambridge UK|Fitzwilliam Museum
CamFitzMc185|Fitzwilliam Museum: McClean 185|Cambridge UK|Fitzwilliam Museum
CamFitzMus|Fitzwilliam Museum: Mus 1005|Cambridge UK|Fitzwilliam Museum
Folger11862|Folger Shakespeare Library: 1186.2|Washington DC|Folger Shakespeare Library
Folger12323|Folger Shakespeare Library: V.a.198 [olim 1232.3]|Washington DC|Folger Shakespeare Library
Folger5031|Folger Shakespeare Library: 5031 [olim Macro 5, olim Gurney 170]|Washington DC|Folger Shakespeare Library
Folger420312|Folger Shakespeare Library: 420312 [olim Clopton]|Washington DC|Folger Shakespeare Library
FolgerSM1|Folger Shakespeare Library: V.b.29 [former SM.1; olim Phillipps 8942; post Rosenbach]|Washington DC|Folger Shakespeare Library
Bodmer48|Fondation Martin Bodmer: Cod. Bodmer 48 [olim Rosenbach 156, prior Phillipps 8136]|Cologny (Geneva)|Fondation Martin Bodmer
Bodmer110|Fondation Martin Bodmer: Cod. Bodmer 110 [olim Harmsworth; Sotheby’s Sale, Oct. 1945, lot 1963]|Cologny (Geneva)|Fondation Martin Bodmer
Ghent317|Ghent University Library: 317|Ghent|Ghent University Library
GULFerg102|Glasgow University Library: Ferguson 102|Glasgow|Glasgow University Library
GULFerg147|Glasgow University Library: Ferguson 147|Glasgow|Glasgow University Library
GULHun5|Glasgow University Library: Hunterian 5 (S.1.5)|Glasgow|Glasgow University Library
GULHun7|Glasgow University Library: Hunterian 7 (S.1.7)|Glasgow|Glasgow University Library
GULHun83|Glasgow University Library: Hunterian 83 (T.3.21)|Glasgow|Glasgow University Library
GULHun89|Glasgow University Library: Hunterian 89 (T.4.6)|Glasgow|Glasgow University Library
GULHun104|Glasgow University Library: Hunterian 104 (T.5.6)|Glasgow|Glasgow University Library
GULHun197|Glasgow University Library: Hunterian 197 (U.1.1)|Glasgow|Glasgow University Library
GULHun230|Glasgow University Library: Hunterian 230 (U.3.3)|Glasgow|Glasgow University Library
GULHun232|Glasgow University Library: Hunterian 232 (U.3.5)|Glasgow|Glasgow University Library
GULHun239|Glasgow University Library: Hunterian 239 (U.3.12)|Glasgow|Glasgow University Library
GULHun258|Glasgow University Library: Hunterian 258 (U.4.16)|Glasgow|Glasgow University Library
GULHun259|Glasgow University Library: Hunterian 259 (U.4.17)|Glasgow|Glasgow University Library
GULHun270|Glasgow University Library: Hunterian 270 (U.4.16)|Glasgow|Glasgow University Library
GULHun388|Glasgow University Library: Hunterian 388 (V.2.8)|Glasgow|Glasgow University Library
GULHun400|Glasgow University Library: Hunterian 400 (V.2.20)|Glasgow|Glasgow University Library
GULHun409|Glasgow University Library: Hunterian 409 (V.3.7)|Glasgow|Glasgow University Library
GULHun415|Glasgow University Library: Hunterian 415 (V.3.13)|Glasgow|Glasgow University Library
GULHun472|Glasgow University Library: Hunterian 472 (V.6.22)|Glasgow|Glasgow University Library
GULHun512|Glasgow University Library: Hunterian 512 (V.8.15)|Glasgow|Glasgow University Library
GULHun520|Glasgow University Library: Hunterian 520 (V.8.23)|Glasgow|Glasgow University Library
GlouCath5|Gloucester Cathedral Library: 5|Gloucester|Gloucester Cathedral Library
GlouCath36|Gloucester Cathedral Library: 36|Gloucester|Gloucester Cathedral Library
GlouPLPynson|"Gloucester Public Library: deposit, Dyuerse My[racles whi]che God hath shewed for the [Portion] of his precyous
            Blod in Hay[les], Pynson, ca. 1515 (STC 12973.5)"|Gloucester|Gloucester Public Library
CamGon54|Gonville & Caius College: 54/31|Cambridge UK|Gonville & Caius College
CamGon71|Gonville & Caius College: 71/38|Cambridge UK|Gonville & Caius College
CamGon84|Gonville & Caius College: 84/166|Cambridge UK|Gonville & Caius College
CamGon107|Gonville & Caius College: 107/176|Cambridge UK|Gonville & Caius College
CamGon109|Gonville & Caius College: 109/178|Cambridge UK|Gonville & Caius College
CamGon124|Gonville & Caius College: 124/61|Cambridge UK|Gonville & Caius College
CamGon140|Gonville & Caius College: 140/80|Cambridge UK|Gonville & Caius College
CamGon160|Gonville & Caius College: 160/81|Cambridge UK|Gonville & Caius College
CamGon168|Gonville & Caius College: 168/89|Cambridge UK|Gonville & Caius College
CamGon174|Gonville & Caius College: 174/95|Cambridge UK|Gonville & Caius College
CamGon175|Gonville & Caius College: 175/96|Cambridge UK|Gonville & Caius College
CamGon176|Gonville & Caius College: 176/97|Cambridge UK|Gonville & Caius College
CamGon201|Gonville & Caius College: 201/107|Cambridge UK|Gonville & Caius College
CamGon221|Gonville & Caius College: 221/236|Cambridge UK|Gonville & Caius College
CamGon230|Gonville & Caius College: 230/116|Cambridge UK|Gonville & Caius College
CamGon249|Gonville & Caius College: 249/277|Cambridge UK|Gonville & Caius College
CamGon261|Gonville & Caius College: 261/665|Cambridge UK|Gonville & Caius College
CamGon334|Gonville & Caius College: 334/727|Cambridge UK|Gonville & Caius College
CamGon336|Gonville & Caius College: 336/725|Cambridge UK|Gonville & Caius College
CamGon351|Gonville & Caius College: 351/568|Cambridge UK|Gonville & Caius College
CamGon364|Gonville & Caius College: 364/619|Cambridge UK|Gonville & Caius College
CamGon365|Gonville & Caius College: 365/728|Cambridge UK|Gonville & Caius College
CamGon383|Gonville & Caius College: 383/603|Cambridge UK|Gonville & Caius College
CamGon386|Gonville & Caius College: 386/606|Cambridge UK|Gonville & Caius College
CamGon394|Gonville & Caius College: 394/614|Cambridge UK|Gonville & Caius College
CamGon399|Gonville & Caius College: 399/618|Cambridge UK|Gonville & Caius College
CamGon408|Gonville & Caius College: 408/414|Cambridge UK|Gonville & Caius College
CamGon414|Gonville & Caius College: 414/631|Cambridge UK|Gonville & Caius College
CamGon433|Gonville & Caius College: 433/432|Cambridge UK|Gonville & Caius College
CamGon457|Gonville & Caius College: 457/395|Cambridge UK|Gonville & Caius College
CamGon465|Gonville & Caius College: 465/572|Cambridge UK|Gonville & Caius College
CamGon512|Gonville & Caius College: 512/543|Cambridge UK|Gonville & Caius College
CamGon513|Gonville & Caius College: 513/544|Cambridge UK|Gonville & Caius College
CamGon609|Gonville & Caius College: 609/340|Cambridge UK|Gonville & Caius College
CamGon669|Gonville & Caius College: 669/646|Cambridge UK|Gonville & Caius College
CamGon793|Gonville & Caius College: 793/828|Cambridge UK|Gonville & Caius College
CamGon804|Gonville & Caius College: 804/808|Cambridge UK|Gonville & Caius College
Graham|Graham: Graham MS [sold Sotheby’s 12 Dec. 1966, lot 215; 10 July 1972, lot 22]|,  Graham: Graham MS [sold Sotheby’s 12 Dec. 1966|Graham
GraysInn12|Gray’s Inn: 12|London|Gray’s Inn
GraysInn15|Gray’s Inn: 15|London|Gray’s Inn
GraysInn20|Gray’s Inn: 20|London|Gray’s Inn
GottingenPhil163|Göttingen University Library: Philol.163 n|Göttingen|Göttingen University Library
GottingenTheo107|Göttingen University Library: Theol.107|Göttingen|Göttingen University Library
Har25258|Harvard University: H.C.L. 25258.27.5|Cambridge MA|Harvard University
HarEng515|"Harvard University, Houghton Library,: Eng. 515 [olim Halliwell; Sotheby’s Sale, 1920, Lot 515; Hope Allen
            Addit. MS. IV]"|Cambridge MA|Harvard University, Houghton Library,
HarEng530|Harvard University, Houghton Library,: Eng. 530|Cambridge MA|Harvard University, Houghton Library,
HarEng532|Harvard University, Houghton Library,: Eng. 532F|Cambridge MA|Harvard University, Houghton Library,
HarEng587|Harvard University, Houghton Library,: Eng. 587|Cambridge MA|Harvard University, Houghton Library,
HarEng590|Harvard University, Houghton Library,: Eng. 590|Cambridge MA|Harvard University, Houghton Library,
HarEng752|Harvard University, Houghton Library,: Eng. 752 [olim *27282. 67.10; priorAshburnham 131]|Cambridge MA|Harvard University, Houghton Library,
HarEng766|Harvard University, Houghton Library,: Eng. 766|Cambridge MA|Harvard University, Houghton Library,
HarEng1031|Harvard University, Houghton Library,: Eng. 1031|Cambridge MA|Harvard University, Houghton Library,
HarEng1032|Harvard University, Houghton Library,: Eng. 1032|Cambridge MA|Harvard University, Houghton Library,
HarEng1054|Harvard University, Houghton Library,: Eng. 1054|Cambridge MA|Harvard University, Houghton Library,
HarLat394|Harvard University, Houghton Library,: Lat. 394|Cambridge MA|Harvard University, Houghton Library,
HarRich22|Harvard University, Houghton Library,: Richardson 22|Cambridge MA|Harvard University, Houghton Library,
HarRich35|Harvard University, Houghton Library,: Richardson 35|Cambridge MA|Harvard University, Houghton Library,
HarRich44|Harvard University, Houghton Library,: Richardson 44|Cambridge MA|Harvard University, Houghton Library,
HarTYP193|Harvard University, Houghton Library,: TYP 193|Cambridge MA|Harvard University, Houghton Library,
HarLaw6|Harvard University, Law School Library: MS 6|Cambridge MA|Harvard University, Law School Library
HarLaw58|Harvard University, Law School Library: MS 58|Cambridge MA|Harvard University, Law School Library
HarWid1|Harvard University, Widener Library: MS 1 [olim Brough Hall]|Cambridge MA|Harvard University, Widener Library
HelminghamLJii2|"Helmingham Hall: 
               olim LJ.II.2 [sold Sotheby’s, 14 June 1961, lot 9]"|Helmingham Hall|Helmingham Hall
HunEL1160|Henry Huntington Library: EL 1160|San Marino|Henry Huntington Library
HunEL26A13|Henry Huntington Library: EL 26.A.13 [olim Bridgewater]|San Marino|Henry Huntington Library
HunEL26A17|Henry Huntington Library: EL 26.A.17 [olim Bridgewater; the ‘Stafford Gower’]|San Marino|Henry Huntington Library
HunEL26C9|Henry Huntington Library: EL 26.C.9 [‘Ellesmere’]|San Marino|Henry Huntington Library
HunEL34A9|Henry Huntington Library: EL 34.A.9|San Marino|Henry Huntington Library
HunEL34B7|Henry Huntington Library: EL 34.B.7|San Marino|Henry Huntington Library
HunEL6162|Henry Huntington Library: EL 6162|San Marino|Henry Huntington Library
HunEL34B60|Henry Huntington Library: EL 34.B.60 [olim Bridgewater, or EL 1160]|San Marino|Henry Huntington Library
HunHM1|Henry Huntington Library: HM 1 [olim Towneley Hall]|San Marino|Henry Huntington Library
HunHM2|Henry Huntington Library: HM 2 [olim Devonshire]|San Marino|Henry Huntington Library
HunHM55|Henry Huntington Library: HM 55 [olim Phillipps 24309]|San Marino|Henry Huntington Library
HunHM58|Henry Huntington Library: HM 58 [olimPhillipps 11077]|San Marino|Henry Huntington Library
HunHM64|Henry Huntington Library: HM 64 [olim Phillipps 6883]|San Marino|Henry Huntington Library
HunHM111|Henry Huntington Library: HM 111 [olim Phillipps 8151]|San Marino|Henry Huntington Library
HunHM113|Henry Huntington Library: HM 113 [olim Phillipps 8857]|San Marino|Henry Huntington Library
HunHM114|Henry Huntington Library: HM 114 [olim Phillipps 8252]|San Marino|Henry Huntington Library
HunHM115|Henry Huntington Library: HM 115 [olim Hoe]|San Marino|Henry Huntington Library
HunHM124|Henry Huntington Library: HM 124 [olim Sotheby’s Sale, 11 June 1923, lot 89A]|San Marino|Henry Huntington Library
HunHM125|Henry Huntington Library: HM 125 [olim Groves]|San Marino|Henry Huntington Library
HunHM126|Henry Huntington Library: HM 126 [olim Essex]|San Marino|Henry Huntington Library
HunHM127|Henry Huntington Library: HM 127 [olim Powis 327]|San Marino|Henry Huntington Library
HunHM128|Henry Huntington Library: HM 128 [olim Ashburnham 130]|San Marino|Henry Huntington Library
HunHM129|Henry Huntington Library: HM 129 [olim Phillipps 20420]|San Marino|Henry Huntington Library
HunHM130|Henry Huntington Library: HM 130 [olim Phillipps 3126]|San Marino|Henry Huntington Library
HunHM131|Henry Huntington Library: HM 131 [olim Buccleuch, Quaritch Cats. 303, 304]|San Marino|Henry Huntington Library
HunHM132|"Henry Huntington Library: HM 132 [olim George Dunn of Wooley Hall; Sotheby’s Sale, 11 February
            1913, Lot 512]"|San Marino|Henry Huntington Library
HunHM133|Henry Huntington Library: HM 133|San Marino|Henry Huntington Library
HunHM135|Henry Huntington Library: HM 135 [olim Phillipps 8980]|San Marino|Henry Huntington Library
HunHM136|Henry Huntington Library: HM 136 [olim Phillipps 8858]|San Marino|Henry Huntington Library
HunHM137|Henry Huntington Library: HM 137 [olim Phillipps 8231]|San Marino|Henry Huntington Library
HunHM139|Henry Huntington Library: HM 139 [olim Phillipps 9412]|San Marino|Henry Huntington Library
HunHM140|Henry Huntington Library: HM 140 [olim Phillipps 8299]|San Marino|Henry Huntington Library
HunHM142|Henry Huntington Library: HM 142 [olim Bement]|San Marino|Henry Huntington Library
HunHM143|Henry Huntington Library: HM 143 [Sotheby’s sale 24 July 1924, lot 129; post Rosenbach]|San Marino|Henry Huntington Library
HunHM144|Henry Huntington Library: HM 144 [olim Huth 7]|San Marino|Henry Huntington Library
HunHM147|"Henry Huntington Library: HM 147 [olim Ingilby; Sotheby’s Sale 21 October 1920, lot 23; Maggs Cat. 404
            (1921), n. 23]"|San Marino|Henry Huntington Library
HunHM183|Henry Huntington Library: HM 183 [olim Hawkins]|San Marino|Henry Huntington Library
HunHM268|Henry Huntington Library: HM 268 [olim Ecton Hall]|San Marino|Henry Huntington Library
HunHM501|Henry Huntington Library: HM 501 [Quaritch Cat. 344 (June 1916), n. 64]|San Marino|Henry Huntington Library
HunHM502|Henry Huntington Library: HM 502 [olim Phillipps 11929; olim Greene, olim Yates]|San Marino|Henry Huntington Library
HunHM503|Henry Huntington Library: HM 503 [olim Cope]|San Marino|Henry Huntington Library
HunHM505|Henry Huntington Library: HM 505 [olim Phillipps 10603]|San Marino|Henry Huntington Library
HunHM744|Henry Huntington Library: HM 744 [olim Ashburnham 133; olim Gollancz]|San Marino|Henry Huntington Library
HunHM901|Henry Huntington Library: HM 901|San Marino|Henry Huntington Library
HunHM903|Henry Huntington Library: HM 903 [olim Lord Herries]|San Marino|Henry Huntington Library
HunHM906|Henry Huntington Library: HM 906 [olim W. H. Robinson Cat. 12 (Newcastle 1925), n. 750]|San Marino|Henry Huntington Library
HunHM1086|Henry Huntington Library: HM 1086 [olim Hoe]|San Marino|Henry Huntington Library
HunHM1087|Henry Huntington Library: HM 1087|San Marino|Henry Huntington Library
HunHM19914|Henry Huntington Library: HM 19914 [olim Davies-Cooke, Sotheby’s 15 June 1959, lot 203]|San Marino|Henry Huntington Library
