source	relation	target	source_id	target_id
Scott’s Cat.	Sold to	James Perry	e9fb75d2-a16b-4c99-ae9f-21d4945675a4	34f6ff42-9494-45ea-b329-8ad8d7128e04
Jolley	Next in chain	Charles Clark of Totham Hall	32ec1216-63f2-456b-8244-e9a37fbf845a	fe5afaa0-3b4e-476e-aaf0-6361b70b8185
Charles Clark of Totham Hall	Next in chain	H.G.Read	fe5afaa0-3b4e-476e-aaf0-6361b70b8185	f141d8ee-d289-4428-8acd-c7afee1781be
C.L.F,Robinson	Sold to	Chew	9406d5bf-8986-4c8e-a7ed-c1dfac8622d4	822c0deb-55cf-40c8-87e7-e79458080507
_Locker	Sold to	Hoe	f92e1eab-327a-4f5c-be4d-a3e8f244b590	756d2f6f-8038-4335-a7d4-6453875b0200
Hoe	Sold to	C.L.F,Robinson	756d2f6f-8038-4335-a7d4-6453875b0200	9406d5bf-8986-4c8e-a7ed-c1dfac8622d4
Mostyn	Sold to	Clawson	d7f8d703-3f8a-4aa3-9a8b-8ef97fb1cfbd	062b15eb-2b62-4ee5-b03f-3152ab9a2be9
Sir Henry Spelman	Sold to	Rev. Cox Macro	9ba6fa81-8e18-440e-b8ac-f0bf36304c3d	a3806a17-f9bd-4671-a0e5-2f0e73475c56
G.D.Smith	Sold to	Clawson	bd423c95-1bd3-4f42-9273-f077d7a514e3	290d1608-2d1d-46ad-ae22-d581666f11ff
Tite	Sold to	Huth	a6a55750-e55d-4f11-8eda-77a116a3f646	cf8e47e1-c657-45de-bd0d-3732839ad4ac
Inglis	Sold to	Britwell	2c1243ee-48c3-4a5d-9938-f3db21b005d1	575c082b-3bbc-4d90-bd05-323af3157ebf
Mostyn	Sold to	Clawson	6364fd06-9392-4cc1-9c09-25831a42369c	4e9408ec-bae5-4c2a-9da1-c012bcbe1cbd
Bliss	Sold to	Hoe	491cb858-23f8-4b7b-8c0a-1fc276a82614	cf74bc69-042e-484a-9f76-eecec9a5079e
Mostyn	Sold to	G.D.Smith	462d0391-3fc8-42bf-b432-1c184207a0c9	bd423c95-1bd3-4f42-9273-f077d7a514e3
Mostyn	Sold to	Clawson	83253abb-e3bd-450e-b50f-d7a17db4986a	2b6445e2-6b65-4a9f-ad0d-ad713476ab3b
Jones	Sold to	Clawson	7add1bf3-a8e2-4acf-b8b6-3b85a8b54cf5	69e921ab-33a3-467f-81b3-63547fd4bc3a
Puttick’s	Next in chain	Jones	c535f5ba-69d2-4db3-97c3-c15f732241c1	7add1bf3-a8e2-4acf-b8b6-3b85a8b54cf5
Rev. Cox Macro	Next in chain	John Pattenson, M.P. for Norwich	a3806a17-f9bd-4671-a0e5-2f0e73475c56	906317cd-d1c1-4e9c-abec-1318367dc0b0
John Pattenson, M.P. for Norwich	Sold to	Hudson Gurney	906317cd-d1c1-4e9c-abec-1318367dc0b0	32c22df7-cc30-419b-ab3f-39aa3bf55529
Hoe	Sold to	Huntington	cf74bc69-042e-484a-9f76-eecec9a5079e	b9b044af-a03e-4979-9fa6-de64d7f7b48d
Mostyn	Sold to	Clawson	8eb9beed-c998-4023-911f-9f5aec325ff7	03392e8f-9d13-4cc7-889f-97527f67b2be
Corser	Sold to	Tite	b3b0b90c-8a8e-4f70-8a83-4e8e01e95402	a6a55750-e55d-4f11-8eda-77a116a3f646
Huth	Sold to	Jones	cf8e47e1-c657-45de-bd0d-3732839ad4ac	168fb8e6-39fa-4b90-b160-c7f50d2a44c2
Hoe	Sold to	Huntington	fa03d34a-75d6-4347-b2d2-b2089652373f	a8144083-97cc-4aaa-804e-5405fff861ab
Devonshire	Sold to	Huntington	75ed0d08-3e87-44b6-88f5-b9f9b79928ff	3577b77b-ed6c-4fa4-b69c-3c2b48f1e80f
M.J.Perry	Sold to	Jones	f53f4056-704f-4ff0-92b1-eb2c1c4d98c5	38b63fec-3ba6-40f4-a872-3c486d5c23da
Sotheby’s	Next in chain	and	822142bb-2a3c-4aad-9d96-649681b1f297	8a7f2e4b-4f0e-4c44-ba5c-ad57bba781e8
Heber	Sold to	Britwell	d99b7013-385c-47ad-b214-62593162a98b	ae737e76-b002-4897-a407-d737296600a5
Kemble	Sold to	Devonshire	5c708a6f-70a9-413a-a04f-1035e5a20d56	75ed0d08-3e87-44b6-88f5-b9f9b79928ff
Pulsford	Sold to	Titus	ce1aa253-6824-4923-8c94-181614b89d39	b46a4b82-c47d-4261-a2e2-ac5eda29f664
James E. Matthew	Sold to	Pulsford	62e025fd-7143-4fad-87ee-bd3fa3dc5a96	ce1aa253-6824-4923-8c94-181614b89d39
Locker	Sold to	M.J.Perry	9cd09286-53db-4fb9-a2e7-e8ee62a5c006	f53f4056-704f-4ff0-92b1-eb2c1c4d98c5
Bridgewater	Sold to	Huntington	72dc1122-ff16-44dc-8576-fa0b815a1633	3710103c-38ec-41b7-a766-25b5123e31fa
and	Next in chain	Shakespeare Library sale,	8a7f2e4b-4f0e-4c44-ba5c-ad57bba781e8	faa8a6ee-d5a7-40c9-957c-706aa3537d12
Huth	Sold to	White (private)	04ccfabf-e148-436c-b73f-3e753dd5b4bc	32430e14-8281-415d-ab24-0c55a4b1ebc1
The Narcissus Luttrell	Sold to	Farmer	1f6f2a47-df90-4d2b-b2ef-da362649ea8b	9565a2f9-fb00-47fa-8fae-0af94ac69650
The Heber	Sold to	Britwell	70d6194e-88ef-4804-8253-9bf32d09e681	a03db07d-b52d-4a52-83ab-78299eaa1ed4
The Devonshire	Sold to	Huntington	e87f4603-d1e7-46b7-96af-040a5ba2d5ba	f3e781b0-add1-4854-9534-93e92bddaded
The Freeling	Sold to	Corser	4081df0b-88c1-4a40-9a17-5c6441fa7755	507fca7d-ad68-404d-951d-b623d83ec26b
The Brinley Nicholson	Sold to	W.A. White	2a3a92f8-35a1-4fa8-81d2-3c80af026953	adb4fddf-950c-4490-b7d0-e151e90ae19a
The Rev. John Mitford	Sold to	Mark P. Robinson	44e37df8-a45e-4ac1-a2ce-95f3f1c8fce7	8024ea0c-fa69-4b97-859d-7cfebfe73cc5
The Fountaine	Sold to	Huth	c9cfd93b-9ade-4c00-8185-998da9d1619f	3b40a10d-b483-42c2-ad8b-9031982ae865
Huntington	Sold to	Clawson	a814d888-95a7-42b8-9e17-b63a81cb4e0d	763d7dd7-99b4-492a-bcb1-f3e6316636b6
Heber	Sold to	Britwell	810926e2-9b92-449e-b511-6a57db3749a2	ded129e5-216a-43da-892b-b22bde835b23
Farmer	Sold to	Heber	9565a2f9-fb00-47fa-8fae-0af94ac69650	810926e2-9b92-449e-b511-6a57db3749a2
The Chew	Sold to	Huntington	9c38eec2-9424-495e-b5b3-dc745ec876c9	965a55f4-1506-4187-8000-f74c6c2c819e
The Bridgewater	Sold to	Huntington	70bf0846-0fd7-46ac-b9d5-7a8f62613322	a814d888-95a7-42b8-9e17-b63a81cb4e0d
The Halliwell Phillipps	Sold to	Britwell	d0df8704-a890-4e45-85e8-4cdf499df3d6	97874dd5-16bb-499e-8939-8d1b2cb546d3
Britwell	Sold to	W.A. White	97874dd5-16bb-499e-8939-8d1b2cb546d3	14f0c178-75ec-48a0-af95-f534dd77d39e
Huntington	Sold to	English Literature from London	965a55f4-1506-4187-8000-f74c6c2c819e	18793a4c-986e-4833-8b64-23edc670246e
Britwell	Sold to	Clawson	ded129e5-216a-43da-892b-b22bde835b23	b4347855-c8fb-4d4c-adb4-6f4074fed79a
Corser	Sold to	Huth	507fca7d-ad68-404d-951d-b623d83ec26b	04ccfabf-e148-436c-b73f-3e753dd5b4bc
Gaisford	Sold to	J.T.Adams	afb3d2db-0140-4cfe-8ae1-ae61a62f4d06	f2e92c49-b792-4087-88aa-0e3fd5e22496
Britwell	Sold to	Gaisford	a03db07d-b52d-4a52-83ab-78299eaa1ed4	afb3d2db-0140-4cfe-8ae1-ae61a62f4d06
Evans	Next in chain	Frederick Perkins	0f6e3e53-0fd5-4c93-9068-605f24a593eb	cd61bd6d-4ced-4874-9cd9-6dd171bdceaa
Bridgewater	Sold to	Huntington	f160789f-13e5-4b59-b283-7ce91079c14c	b74a834d-d800-42ba-b844-bf593dfffae2
Colin Campbell	Sold to	Hagen	a0f9a3be-c17b-4fa8-9602-bcbf3b070497	f1d485ab-8acf-4352-a270-28c2ba15984b
Hoe	Sold to	Hagen	3f38e4a4-dbb3-4a57-b9ec-6d7d83c695d6	d24080c0-fd64-477a-a150-4c3ebe3c3d1a
1914	Next in chain	Henkels’s Shakespeare sale	6342d988-ea4f-48cd-af90-48658c87ec01	33a69837-6b82-4926-81e5-0bf0bdae7254
Halliwell-Phillipps	Next in chain	Sotheby’	d339fe28-29c0-44bf-8e72-9a10b678aafa	61ca5804-83b9-4ab2-9bba-74e1d1be7eaf
M.J.Perry	Sold to	Hagen	31f5751d-6c32-4197-aa22-ca11fe07cc37	48e036ed-d5d1-4942-83a7-34fa7a497b86
Charles Campbell	Sold to	M.J.Perry	1e73e758-020e-4c95-8193-99221b1edd86	31f5751d-6c32-4197-aa22-ca11fe07cc37
Huth	Sold to	Jones	211d97de-be92-48d7-a287-845dd852371a	f2536727-7b99-425f-80f7-fed2fc5b8b36
Sotheby’	Next in chain	1914	61ca5804-83b9-4ab2-9bba-74e1d1be7eaf	6342d988-ea4f-48cd-af90-48658c87ec01
H.J.B.Swete	Sold to	Hagen	31b34d3d-00af-4315-8559-0f8bc812bf4c	73c3d113-8194-4151-a553-759de584058c
Devonshire	Sold to	Huntington	d5b40726-d3da-4bb9-887f-8eb2c0eb244c	3e839017-f761-4b5d-980d-83d6c4cdf0db
Jones	Sold to	Clawson	834427a0-76b6-40e3-87a0-11e0728ea024	83b64487-c1c5-4392-90c5-560438456d4c
Huntington	Sold to	Jones	b74a834d-d800-42ba-b844-bf593dfffae2	834427a0-76b6-40e3-87a0-11e0728ea024
Sotheby’s	Next in chain	Hagen	663f0719-adfa-4fb4-8628-f5f2b85e2b62	df6348b0-00a0-45b3-a62a-7f7c9a279c50
Frederick Perkins	Sold to	Britwell	cd61bd6d-4ced-4874-9cd9-6dd171bdceaa	d74240a7-8a78-4dde-ba58-678310ad8dd5
Thomas Barret of Lee	Sold to	Colin Campbell	5d1bc46a-c440-4f7a-a497-f783981d8436	a0f9a3be-c17b-4fa8-9602-bcbf3b070497
Lefferts	Sold to	Hagen	8f9dbcef-2b8b-43da-a6a2-8d213c86b18f	5f0aa648-73dc-43ce-8ec4-1bfed2d3b491
Lefferts	Sold to	Hagen	01dd49fb-3a08-4da3-aaf5-2c5981d50ceb	b22241f6-add3-459e-900d-8db8e5133fea
Lefferts	Sold to	Hagen	73ad5306-f97b-47bb-9986-e16a3a109fbe	e2284937-2500-42d9-8514-dc3790cdbc7c
Lefferts	Sold to	Hagen	e55b6d66-8753-4a26-a1f0-c5bdbc3f2dfd	da2db3a7-693a-41ec-a2f4-7ee8e0015b9c
Halliwell Phillipps	Sold to	Hagen	b77b9d33-0e84-4a16-b134-2ec9d6227dec	ff5040b0-699e-4141-b9fe-60e59e80a338
Devonshire	Sold to	Huntington	e8c8a8dc-68eb-4b12-9265-37c924a66b42	5a845b27-2d12-4e94-9d88-b36c9813e111
Kemble	Sold to	Devonshire	1402efdf-f06f-4d20-a2ea-60ee4a4c501e	e8c8a8dc-68eb-4b12-9265-37c924a66b42
Halsey	Sold to	Huntington	0b334b19-0b72-4e08-b7e6-15fbe501ed4c	40be3ee8-40eb-447b-adf4-8357a8777489
Britwell	Sold to	Clawson	18f60186-d324-4012-87ba-defea93bceb0	0c61c042-73c2-46ce-8c06-458ffa3ac273
Octavius G. Gilchrist	Sold to	Ashburnham	f5351661-7c48-41ee-becc-d49d7c1e53c6	2b1face0-b117-423b-b02b-70bfb5bf8e90
Hibbert	Sold to	Britwell	34eb9d12-43a5-452a-b198-c16197262688	18f60186-d324-4012-87ba-defea93bceb0
E.M.Cox	Sold to	Clawson	6713a45a-a0ab-43c5-9b92-884873b03f87	81a881fb-32a2-4ea9-8349-7aafd2d0ba8c
Wiper	Sold to	Forman	d08b8d61-41ec-477d-8e93-f8389d4f177c	531ea3ca-8c91-4765-8700-7207f7f0c9ce
Frederick Perkins	Sold to	Huth	02a4b4a4-a11e-4e08-ac1b-06f6eda232e2	56b0cae2-45ab-4fc8-8eba-c23455d79067
Hoe	Sold to	Halsey	36ff089d-4654-4a66-affe-f62bd8d9fc63	8711f4ec-c7a8-4b92-94fe-81a27fb585e1
Philip Lord Hardwicke	Sold to	Shakespeare Library	f33ff870-160a-47a5-937f-75746124d908	1bc4e777-4bac-46a3-a887-1a52fcf1312d
Waldron	Sold to	Philip Lord Hardwicke	fa3dec9e-2f24-4e12-97ac-1a7448db7222	f33ff870-160a-47a5-937f-75746124d908
Ashburnham	Sold to	Hoe	2b1face0-b117-423b-b02b-70bfb5bf8e90	36ff089d-4654-4a66-affe-f62bd8d9fc63
The Bliss	Sold to	Huth	d1e81d72-d878-4763-93ee-579241be8170	d7706d51-8aed-42af-bfde-fb1528a17765
The Hoe	Sold to	Huntington	8433f685-fd4b-4dfc-8622-8c02a78da9b4	230e98fd-a8e9-4e11-b833-fc0db1f775c1
Huntington	Sold to	English Literature from London	230e98fd-a8e9-4e11-b833-fc0db1f775c1	62d9dcbf-3915-478f-93b2-508057a5846c
Huth	Sold to	Clawson	d7706d51-8aed-42af-bfde-fb1528a17765	386f2138-8fef-47b4-9c96-3feed2ca6014
Crossleyt	Sold to	Pearson	ce51ee96-29e6-4376-b746-58141d9292a1	4b401f62-413f-4892-b251-0c48f39b2ab0
Pearson	Sold to	Jones	4b401f62-413f-4892-b251-0c48f39b2ab0	124d4e55-4152-45a2-8ae4-c9448113afb7
Heber	Sold to	Crossleyt	ac6427cb-7e20-4257-bb0a-a5bec2fe1485	ce51ee96-29e6-4376-b746-58141d9292a1
George Smith	Sold to	Huth	13c6de35-f8b2-4da5-92f0-4f29e9d539cd	489c86f0-4406-4d6e-9eba-6aea07a4c2ec
Bindley	Sold to	Hibbert	7bd5c93d-5e49-4937-af21-b05db93efc2c	a21278ab-4268-4d5b-8298-c306e730fdd8
Steevens	Sold to	B.A.P.	bc70a1cc-ae93-4e89-9b2a-fdb419b3b402	5efef098-c1b2-4d3e-973b-0d3fb11136a9
Heber	Sold to	Britwell	69ed41ad-d4a2-4398-8bef-abc1b663b369	56e9d9d3-aed8-431a-8998-3a02631ca8d0
Lefferts	Sold to	Hagen	2ba970de-85c8-41d2-a3d1-d81ca84bd669	22a1c2c5-4f88-452c-a206-98da96cc1877
Heber	Sold to	Britwell	4ddb75db-18c0-4c94-8391-34009919029e	85fe233d-4093-4d77-8a7b-fb39425d2046
Chalmers	Sold to	Corser	e06b5c55-ed9c-4d8e-80aa-44d2114498c9	b6846b70-0675-4af7-b49a-35cfb340479a
Hibbert	Sold to	Daniel	a21278ab-4268-4d5b-8298-c306e730fdd8	f4e939eb-25ef-4561-8be2-7691bf518c71
Bowle	Sold to	Chalmers	98f14361-3cef-436c-9960-3e6a1f953bd7	e06b5c55-ed9c-4d8e-80aa-44d2114498c9
Corser	Sold to	Huth	b6846b70-0675-4af7-b49a-35cfb340479a	1af79e4f-343c-48a0-8b8a-bfe92253fb26
Bright	Sold to	Heber	3ccf6f62-869f-494a-90aa-7b2a50c1937c	ac6427cb-7e20-4257-bb0a-a5bec2fe1485
Sykes	Sold to	Heber	14a35bc7-5f73-4685-9eee-7aa45efc18e5	69ed41ad-d4a2-4398-8bef-abc1b663b369
B.A.P.	Sold to	Heber	5efef098-c1b2-4d3e-973b-0d3fb11136a9	4ddb75db-18c0-4c94-8391-34009919029e
Daniel	Sold to	Huth	f4e939eb-25ef-4561-8be2-7691bf518c71	07be1597-a855-4f3d-b27f-10dcc3917b7f
Bridgewater	Sold to	Huntington	0d374fea-7850-470a-9f31-ad4de7f90249	6e0e1015-84d9-4711-9653-a47672fa5184
Daniel	Sold to	Huth	b0721947-6592-4976-b041-2d9737e58c79	f2d756e7-42c7-43b3-a798-79d3ee27cb7b
Heber	Sold to	Britwell	bfd5ed90-52c8-4885-86ab-640430f62e5d	2fd60424-83cd-435e-a63b-a74ce8109cb5
Kemble	Sold to	Devonshire	69225a0f-7ad7-4670-8a8a-1b0af54cbf3c	61f823f4-2108-487b-a95c-5e2c140fa658
John Duerdin	Sold to	H.B.Forman	f36b5751-6e8e-46dc-be19-8930870077ca	c871a397-2a3a-4146-a29f-1bb4cf708d15
Huntington	Sold to	Jones	2374daf2-cea0-4adf-8983-418f017e6bc1	6f163eb5-da7c-4c65-9dd4-88c7d19206c8
Devonshire	Sold to	Huntington (private)	33ffa10c-8ed7-49ac-be26-94abf9e2318d	43a39c94-e90b-42d5-a25d-31bd09bf03d8
Britwell	Sold to	Clawson	2fd60424-83cd-435e-a63b-a74ce8109cb5	25474604-8164-4ed0-9a83-b43d2b831bff
Locker	Sold to	Huntington	69fbd157-5329-4183-99ea-ac8aabed94b0	2fb6d8b3-1a2e-41dd-a059-0f43c7881449
Huntington	Sold to	Jones	2fb6d8b3-1a2e-41dd-a059-0f43c7881449	dc349416-9928-418b-9f79-9388f157a626
Huntington	Sold to	Clawson	f1d0f82e-9968-4421-86b1-18b19f95aee0	a3c4b0df-af76-4b77-a742-a883fe6983f2
Titef	Sold to	Huth	f0a449f0-fd69-4f11-99ea-2ec7ec1f84f0	acae6c14-d388-45ce-9fa1-85b088537d8e
Hoe	Sold to	Huntington	064407b5-1aec-49d4-b390-75169a83f380	83aecab3-0d94-45a0-90c6-f498530f8136
Huth	Sold to	Huntington	acae6c14-d388-45ce-9fa1-85b088537d8e	f1d0f82e-9968-4421-86b1-18b19f95aee0
Hoe	Sold to	Huntington	cc911c4a-6786-4d8d-8f15-2ed72ceec260	2374daf2-cea0-4adf-8983-418f017e6bc1
Kemble	Sold to	Devonshire	80efc821-4ca8-458d-95d1-4007d54a5ee8	33ffa10c-8ed7-49ac-be26-94abf9e2318d
Devonshire	Sold to	Huntington	61f823f4-2108-487b-a95c-5e2c140fa658	7e8345ea-6c91-43de-a26f-5c448edbfb94
Locker	Sold to	Jones	c79f0d15-58de-4063-8cda-96ab8c0f284a	910d742b-fa4c-4fc0-aa88-434cb011e412
Mitford (untraced in sale)	Sold to	Locker	9a6c10a6-2051-44a4-8e91-435400811534	774b6c39-b530-4d34-903b-f170990bec31
The Lefferts	Sold to	Hagen	86b05e23-0fb2-4184-82d6-a58f3a2c4cd6	e43c0f43-82a3-47b5-96be-18f042cc7bc7
Jones	Sold to	Clawson	a57c02e9-4569-4b1f-ae2c-2372cff57246	c118fc28-fe5e-43dc-b742-c7edde906628
The Lefferts	Sold to	Hagen	6f26ec6b-3efb-4dc1-af09-2e478a8d91bb	a2287407-f49b-4e03-baa3-89efc256c448
Heber	Sold to	Britwellt	823c10cb-747b-49a2-800d-95c600378399	b4903da8-e499-4a57-9780-47ad873e1315
The Lefferts	Sold to	Hagen	34583bce-0176-4866-9b03-7639378845cc	5a7059a8-3440-41da-9d57-cfc7842c7648
The Ashburnham	Sold to	Ross Winans	f7383924-0bad-468b-9758-3a4406f8fcb7	600d7aad-df0a-44e8-bc64-7888a89001f8
The Bright	Sold to	T.D.C.Graham	73b84848-a006-4f42-820a-2e7450d18931	0d567abf-65e6-46ce-8404-d136ff712b55
Jones	Sold to	Chew	c6f73ca7-13c6-4163-a0b6-df5db119e413	01f5ab41-c472-447f-87e9-fbb647509eb1
Halsey	Sold to	Huntington	0d852ae6-ceab-45a0-a370-417c1b409b68	02bcf5af-0e7f-4f0a-ae34-93684dc5f980
The Humphry Primatt	Sold to	Halsey	c614410a-e334-4bd7-8475-83c96ea0491b	0d852ae6-ceab-45a0-a370-417c1b409b68
George Steevens	Sold to	Heber	f54e0910-6af1-446e-bd90-022e6ca6363f	823c10cb-747b-49a2-800d-95c600378399
Van Antwerp	Sold to	Jones	f27147d0-56a7-4e3b-893c-e2856ead63e5	a57c02e9-4569-4b1f-ae2c-2372cff57246
Locker	Sold to	Van Antwerp	898749ee-7467-45e1-8d11-62cf2af853bb	f27147d0-56a7-4e3b-893c-e2856ead63e5
The Narcissus Luttrell	Sold to	George Steevens	77af98ca-a548-46d7-8567-060ac41f5936	f54e0910-6af1-446e-bd90-022e6ca6363f
T.D.C.Graham	Sold to	Locker	0d567abf-65e6-46ce-8404-d136ff712b55	898749ee-7467-45e1-8d11-62cf2af853bb
Huntington	Sold to	Jones	02bcf5af-0e7f-4f0a-ae34-93684dc5f980	c6f73ca7-13c6-4163-a0b6-df5db119e413
Britwellt	Sold to	Clawson	b4903da8-e499-4a57-9780-47ad873e1315	108d1113-5e59-4a88-a4f6-0f1ee12dd299
H.V.Jones	Next in chain	J.L.Clawson	776da1b0-c43a-4182-9bd2-984e2b0ed3f1	16e0bf6d-e7b4-4b5f-bf15-2a50641368c5
Huntington	Sold to	Jones	821dd234-07ce-4cee-a81a-9c5502da1956	6e54ec05-224d-4a7f-b5a1-4fff8e3696b1
Devonshire	Next in chain	Collier	9df560fe-7e0d-45cf-83c7-b7e21dcc4296	8ee4d370-c220-432e-b522-05ea5d66f9bf
William Fellowes	Next in chain	Peter Le Neve	31f8f567-104f-4e0d-9dc9-e65accfc36d5	023d036c-fa1b-4d17-917e-f0fd2416a42e
H.Mordaunt [?2nd Earl of Peterborough]	Next in chain	William Fellowes	1bd9290a-788d-40aa-8271-0f5af2606641	31f8f567-104f-4e0d-9dc9-e65accfc36d5
Huth	Next in chain	Hagen	fe8d480d-33a3-4026-ab0f-4bea416a5632	a8caaa48-ce55-4185-af9f-dbd9fcdd6e3c
The Kemble	Sold to	Devonshire	588f8327-8669-4a69-8d1b-1777c0822e9f	222bdc45-80d9-4ba8-b51c-260850bc1a0f
Devonshire	Sold to	Huntington	222bdc45-80d9-4ba8-b51c-260850bc1a0f	238c7152-8436-45a6-aeea-daa4536c0aa0
Marsden J. Perry	Next in chain	H.V.Jones	20d7655b-6949-4f1c-a0ca-11de4079b321	776da1b0-c43a-4182-9bd2-984e2b0ed3f1
Charles Bruce, Vis- count Ampthill	Next in chain	Van Antwerp	562080bd-1b0d-4a40-88df-9d81306fb135	962ab836-a54f-4dfb-9e76-02d3b97d3224
Peter Le Neve	Next in chain	Charles Bruce, Vis- count Ampthill	023d036c-fa1b-4d17-917e-f0fd2416a42e	562080bd-1b0d-4a40-88df-9d81306fb135
The Corser	Next in chain	Huth	42e7c236-a102-46db-a7a9-0a0d5e5027c0	fe8d480d-33a3-4026-ab0f-4bea416a5632
The Lefferts	Sold to	Poor	c388ead9-925c-460b-9028-4069e19376f1	44c03208-7eda-4552-a373-dcbb24bdc711
Jo. Searlleith	Next in chain	H.Mordaunt [?2nd Earl of Peterborough]	111b99d6-70f9-496f-9fbd-9373abed0b7a	1bd9290a-788d-40aa-8271-0f5af2606641
The William Smyth	Next in chain	Jo. Searlleith	2b53f0ea-a692-49c2-bf36-6cb47715747d	111b99d6-70f9-496f-9fbd-9373abed0b7a
Collier	Next in chain	Locker	8ee4d370-c220-432e-b522-05ea5d66f9bf	469dd75c-665f-482c-b5dc-c325a1497a58
The Devonshire	Sold to	Huntington	e76d93f5-b5c4-4192-9059-af9d02f10f75	821dd234-07ce-4cee-a81a-9c5502da1956
The Lefferts	Sold to	Poor	2fd88f96-4470-420a-b361-9ef4caa7670f	fed6633e-e242-40d1-af6f-616a92ae270b
The Kemble	Next in chain	Devonshire	f330fc67-5d84-47b7-b5ec-19a4ac2e970e	9df560fe-7e0d-45cf-83c7-b7e21dcc4296
Sotheby’s	Next in chain	Marsden J. Perry	55d8c006-53c8-4712-80f1-7279a3ccd55d	20d7655b-6949-4f1c-a0ca-11de4079b321
Poor	Sold to	Huntington	44c03208-7eda-4552-a373-dcbb24bdc711	16f418f9-8872-4041-bfc8-588de1590062
Huntington	Sold to	Chew	665b19df-64d8-40cc-8c86-ed0fd51641dc	019cc14f-1645-4ad6-927f-a94687aa0bb6
Britwell	Sold to	Clawson	ccb23c0f-65ee-4d1c-8120-f23477329fda	5a7b63fe-2f27-4257-acf3-744252c2fd3d
Dodd Mead & Co	Next in chain	Commander Godfrey Locker— Lampson	39fabb28-9f7e-477e-9a75-636a8071fc0d	138769e3-8b7e-4db3-87e1-4e51826a9829
Jones	Sold to	Clawson	89fe88a9-43b8-4e38-be3a-afc94057332c	92a863ee-ac6c-4423-bb05-39ecdebecc62
Lefferts	Sold to	Hoe	e37c232d-181c-49ea-8f26-958cb711be9c	048f685a-3e8e-4c0e-ab1f-4399e883303d
Huntington	Sold to	Clawson	190bdc49-d0b2-4140-bf11-2dc334b550ab	faf97458-9c1f-4e6a-bbf6-72b4f7675728
Hoe	Sold to	Huntington	57fe67ea-7e78-46c8-8158-e07ebfa69587	c9fd1d12-0299-43bd-952f-fedcf1b6273c
Jones	Sold to	Clawson	31cebe20-f74a-4e7b-84f5-bbd0228bde20	5d205a15-2ce0-48b6-a5c3-1aec7fb1937c
Frederick Locker— Lampson. The Rowfant Library	Sold to	Dodd Mead & Co	04ffdffa-ce4f-43af-87ed-4ddca855f580	39fabb28-9f7e-477e-9a75-636a8071fc0d
Hoe	Sold to	Huntington	f61dacf3-11e9-41a3-8436-4ba081ab23d1	665b19df-64d8-40cc-8c86-ed0fd51641dc
Bridgewater	Sold to	Huntington	bececcf3-3fdb-44c0-90cc-9bfedf9d0130	5025f77d-2a2d-464c-913d-3e882b822f3b
John Fitchett Marsh	Sold to	W.C. Hazlitt	a3144e5a-f14f-402f-9793-7928f06d843d	047389ca-2d9b-4463-be44-609abbef82ad
