Source,Target,Label,Weight
Alban,Richard II,John Lydgate,1
Alban,Robert de Vere,John Lydgate,1
Alban,Robert of Bury,John Lydgate,1
Alban,Rome,John Lydgate,1
Alban,Saint Bernard,John Lydgate,1
Alban,Thomas,John Lydgate,1
Alban,Thomas of Canterbury,John Lydgate,1
Alban,Troy,John Lydgate,1
Alban,Ursula,John Lydgate,1
Alban,Valentine,John Lydgate,1
Alban,Venus,John Lydgate,1
Alban,Virgin Mary,John Lydgate,1
Alban,Windsor,John Lydgate,1
Alban,alchemy,John Lydgate,1
Alban,ale,John Lydgate,1
Alban,allegories,John Lydgate,1
Alban,astrology/astronomy,John Lydgate,1
Alban,ballads,John Lydgate,1
Alban,birds,John Lydgate,1
Alban,bloodletting,John Lydgate,1
Alban,calendars,John Lydgate,1
Alban,carols,John Lydgate,1
Alban,charters,John Lydgate,1
Alban,chess,John Lydgate,1
Alban,children,John Lydgate,1
Alban,chronicles,John Lydgate,1
Alban,clothing,John Lydgate,1
Alban,complaints,John Lydgate,1
Alban,composite poems,John Lydgate,1
Alban,composite texts,John Lydgate,1
Alban,death,John Lydgate,1
Alban,deceit,John Lydgate,1
Alban,devotional verse,John Lydgate,1
Alban,dialogues,John Lydgate,1
Alban,dice,John Lydgate,1
Alban,dream poems,John Lydgate,1
Alban,dream visions,John Lydgate,1
Alban,duplicity,John Lydgate,1
Alban,envoys,John Lydgate,1
Alban,epilogues,John Lydgate,1
Alban,estates literature,John Lydgate,1
Alban,evils of the time,John Lydgate,1
Alban,fables,John Lydgate,1
Alban,fifteen,John Lydgate,1
Alban,fools,John Lydgate,1
Alban,friends,John Lydgate,1
Alban,historical poems,John Lydgate,1
Alban,historical verse,John Lydgate,1
Alban,humility,John Lydgate,1
Alban,hymns,John Lydgate,1
Alban,indulgences,John Lydgate,1
Alban,instruction,John Lydgate,1
Alban,kings of England,John Lydgate,1
Alban,laments,John Lydgate,1
Alban,legends,John Lydgate,1
Alban,letters,John Lydgate,1
Alban,love,John Lydgate,1
Alban,love lyrics,John Lydgate,1
Alban,lovers,John Lydgate,1
Alban,lover’s lament,John Lydgate,1
Alban,lust,John Lydgate,1
Alban,manners,John Lydgate,1
Alban,marriage,John Lydgate,1
Alban,mass,John Lydgate,1
Alban,medicine,John Lydgate,1
Alban,mercy,John Lydgate,1
Alban,miracles,John Lydgate,1
Alban,mortality,John Lydgate,1
Alban,mutability,John Lydgate,1
Alban,nightingale,John Lydgate,1
Alban,occasional verse,John Lydgate,1
Alban,occupations,John Lydgate,1
Alban,old age,John Lydgate,1
Alban,pageant verses,John Lydgate,1
Alban,pageants,John Lydgate,1
Alban,paraphrases,John Lydgate,1
Alban,parodies,John Lydgate,1
Alban,patronage,John Lydgate,1
Alban,peace,John Lydgate,1
Alban,pestilence,John Lydgate,1
Alban,political verse,John Lydgate,1
Alban,prayers,John Lydgate,1
Alban,precepts,John Lydgate,1
Alban,priesthood,John Lydgate,1
Alban,princes,John Lydgate,1
Alban,prologues,John Lydgate,1
Alban,proverbs,John Lydgate,1
Alban,religious observance,John Lydgate,1
Alban,romances,John Lydgate,1
Alban,roundels,John Lydgate,1
Alban,saints’ lives,John Lydgate,1
Alban,satire,John Lydgate,1
Alban,scripture texts,John Lydgate,1
Alban,seasons,John Lydgate,1
Alban,thieves,John Lydgate,1
Alban,tongue,John Lydgate,1
Alban,transitoriness,John Lydgate,1
Alban,translations,John Lydgate,1
Alban,treatises,John Lydgate,1
Alban,two-line,John Lydgate,1
Alban,virtues,John Lydgate,1
Alban,women,John Lydgate,1
Alban,,John Lydgate,1
Amphibal,Anne,John Lydgate,1
Amphibal,Augustine of Canterbury,John Lydgate,1
Amphibal,Barbara,John Lydgate,1
Amphibal,Blasius,John Lydgate,1
Amphibal,Bury St Edmund’s,John Lydgate,1
Amphibal,Cambridge,John Lydgate,1
Amphibal,Charles VII,John Lydgate,1
Amphibal,Chaucer,John Lydgate,1
Amphibal,Christ,John Lydgate,1
Amphibal,Christine,John Lydgate,1
Amphibal,Christopher,John Lydgate,1
Amphibal,Corpus Christi,John Lydgate,1
Amphibal,Cupid,John Lydgate,1
Amphibal,Denis,John Lydgate,1
Amphibal,Diana,John Lydgate,1
Amphibal,Doomsday,John Lydgate,1
Amphibal,Edmund,John Lydgate,1
Amphibal,Edmund of Abingdon,John Lydgate,1
Amphibal,Edward II,John Lydgate,1
Amphibal,Edward IV,John Lydgate,1
Amphibal,Egidius,John Lydgate,1
Amphibal,Flemings,John Lydgate,1
Amphibal,Fortune,John Lydgate,1
Amphibal,France,John Lydgate,1
Amphibal,Gabriel,John Lydgate,1
Amphibal,George,John Lydgate,1
Amphibal,Giles,John Lydgate,1
Amphibal,God,John Lydgate,1
Amphibal,Guy of Warwick,John Lydgate,1
Amphibal,Henry VI,John Lydgate,1
Amphibal,Hertford,John Lydgate,1
Amphibal,Humphrey,John Lydgate,1
Amphibal,Jacqueline of Hainault,John Lydgate,1
Amphibal,John,John Lydgate,1
Amphibal,Katherine of Alexandria,John Lydgate,1
Amphibal,Leonard,John Lydgate,1
Amphibal,London,John Lydgate,1
Amphibal,Lord’s Prayer,John Lydgate,1
Amphibal,Louis,John Lydgate,1
Amphibal,Magi,John Lydgate,1
Amphibal,Margaret,John Lydgate,1
Amphibal,Martha,John Lydgate,1
Amphibal,Mary Magdalene,John Lydgate,1
Amphibal,May,John Lydgate,1
Amphibal,Michael the archangel,John Lydgate,1
Amphibal,Occasional poems,John Lydgate,1
Amphibal,Ositha,John Lydgate,1
Amphibal,Passion,John Lydgate,1
Amphibal,Petronilla,John Lydgate,1
Amphibal,Richard II,John Lydgate,1
Amphibal,Robert de Vere,John Lydgate,1
Amphibal,Robert of Bury,John Lydgate,1
Amphibal,Rome,John Lydgate,1
Amphibal,Saint Bernard,John Lydgate,1
Amphibal,Thomas,John Lydgate,1
Amphibal,Thomas of Canterbury,John Lydgate,1
Amphibal,Troy,John Lydgate,1
Amphibal,Ursula,John Lydgate,1
Amphibal,Valentine,John Lydgate,1
Amphibal,Venus,John Lydgate,1
Amphibal,Virgin Mary,John Lydgate,1
Amphibal,Windsor,John Lydgate,1
Amphibal,alchemy,John Lydgate,1
Amphibal,ale,John Lydgate,1
Amphibal,allegories,John Lydgate,1
Amphibal,astrology/astronomy,John Lydgate,1
Amphibal,ballads,John Lydgate,1
Amphibal,birds,John Lydgate,1
Amphibal,bloodletting,John Lydgate,1
Amphibal,calendars,John Lydgate,1
Amphibal,carols,John Lydgate,1
Amphibal,charters,John Lydgate,1
Amphibal,chess,John Lydgate,1
Amphibal,children,John Lydgate,1
Amphibal,chronicles,John Lydgate,1
Amphibal,clothing,John Lydgate,1
Amphibal,complaints,John Lydgate,1
Amphibal,composite poems,John Lydgate,1
Amphibal,composite texts,John Lydgate,1
Amphibal,death,John Lydgate,1
Amphibal,deceit,John Lydgate,1
Amphibal,devotional verse,John Lydgate,1
Amphibal,dialogues,John Lydgate,1
Amphibal,dice,John Lydgate,1
Amphibal,dream poems,John Lydgate,1
Amphibal,dream visions,John Lydgate,1
Amphibal,duplicity,John Lydgate,1
Amphibal,envoys,John Lydgate,1
Amphibal,epilogues,John Lydgate,1
Amphibal,estates literature,John Lydgate,1
Amphibal,evils of the time,John Lydgate,1
Amphibal,fables,John Lydgate,1
Amphibal,fifteen,John Lydgate,1
Amphibal,fools,John Lydgate,1
Amphibal,friends,John Lydgate,1
Amphibal,historical poems,John Lydgate,1
Amphibal,historical verse,John Lydgate,1
Amphibal,humility,John Lydgate,1
Amphibal,hymns,John Lydgate,1
Amphibal,indulgences,John Lydgate,1
Amphibal,instruction,John Lydgate,1
Amphibal,kings of England,John Lydgate,1
Amphibal,laments,John Lydgate,1
Amphibal,legends,John Lydgate,1
Amphibal,letters,John Lydgate,1
Amphibal,love,John Lydgate,1
Amphibal,love lyrics,John Lydgate,1
Amphibal,lovers,John Lydgate,1
Amphibal,lover’s lament,John Lydgate,1
Amphibal,lust,John Lydgate,1
Amphibal,manners,John Lydgate,1
Amphibal,marriage,John Lydgate,1
Amphibal,mass,John Lydgate,1
Amphibal,medicine,John Lydgate,1
Amphibal,mercy,John Lydgate,1
Amphibal,miracles,John Lydgate,1
Amphibal,mortality,John Lydgate,1
Amphibal,mutability,John Lydgate,1
Amphibal,nightingale,John Lydgate,1
Amphibal,occasional verse,John Lydgate,1
Amphibal,occupations,John Lydgate,1
Amphibal,old age,John Lydgate,1
Amphibal,pageant verses,John Lydgate,1
Amphibal,pageants,John Lydgate,1
Amphibal,paraphrases,John Lydgate,1
Amphibal,parodies,John Lydgate,1
Amphibal,patronage,John Lydgate,1
Amphibal,peace,John Lydgate,1
Amphibal,pestilence,John Lydgate,1
Amphibal,political verse,John Lydgate,1
Amphibal,prayers,John Lydgate,1
Amphibal,precepts,John Lydgate,1
Amphibal,priesthood,John Lydgate,1
Amphibal,princes,John Lydgate,1
Amphibal,prologues,John Lydgate,1
Amphibal,proverbs,John Lydgate,1
Amphibal,religious observance,John Lydgate,1
Amphibal,romances,John Lydgate,1
Amphibal,roundels,John Lydgate,1
Amphibal,saints’ lives,John Lydgate,1
Amphibal,satire,John Lydgate,1
Amphibal,scripture texts,John Lydgate,1
Amphibal,seasons,John Lydgate,1
Amphibal,thieves,John Lydgate,1
Amphibal,tongue,John Lydgate,1
Amphibal,transitoriness,John Lydgate,1
Amphibal,translations,John Lydgate,1
Amphibal,treatises,John Lydgate,1
Amphibal,two-line,John Lydgate,1
Amphibal,virtues,John Lydgate,1
Amphibal,women,John Lydgate,1
Amphibal,,John Lydgate,1
Anne,Anne,John Lydgate;John Audelay,2
Anne,Anselm,John Audelay,1
Anne,Augustine of Canterbury,John Lydgate,1
Anne,Barbara,John Lydgate,1
Anne,Blasius,John Lydgate,1
Anne,Bridget,John Audelay,1
Anne,Bury St Edmund’s,John Lydgate,1
Anne,Cambridge,John Lydgate,1
Anne,Cecilia,Osbern Bokenam,1
Anne,Charles VII,John Lydgate,1
Anne,Chaucer,John Lydgate,1
Anne,Christ,John Lydgate;John Audelay,2
Anne,Christina,Osbern Bokenam,1
Anne,Christine,John Lydgate,1
Anne,Christopher,John Lydgate,1
Anne,Corpus Christi,John Lydgate,1
Anne,Cross,John Audelay,1
Anne,Cupid,John Lydgate,1
Anne,Denis,John Lydgate,1
Anne,Doomsday,John Lydgate,1
Anne,Edmund,John Lydgate,1
Anne,Edmund of Abingdon,John Lydgate,1
Anne,Edward II,John Lydgate,1
Anne,Edward IV,John Lydgate,1
Anne,Egidius,John Lydgate,1
Anne,Elizabeth,Osbern Bokenam,1
Anne,Eucharist,John Audelay,1
Anne,Flemings,John Lydgate,1
Anne,Fortune,John Lydgate,1
Anne,France,John Lydgate,1
Anne,Francis of Assisi,John Audelay,1
Anne,Gabriel,John Lydgate,1
Anne,George,John Lydgate,1
Anne,Giles,John Lydgate,1
Anne,God,John Lydgate;John Audelay,2
Anne,Gregory,John Audelay,1
Anne,Guy of Warwick,John Lydgate,1
Anne,Henry VI,John Lydgate;John Audelay,2
Anne,Hertford,John Lydgate,1
Anne,Holy Ghost,John Audelay,1
Anne,Humphrey,John Lydgate,1
Anne,Jacqueline of Hainault,John Lydgate,1
Anne,John,John Lydgate,1
Anne,John the Evangelist,John Audelay,1
Anne,Katherine of Alexandria,John Lydgate;Osbern Bokenam,2
Anne,Leonard,John Lydgate,1
Anne,London,John Lydgate,1
Anne,Lord’s Day,John Audelay,1
Anne,Lord’s Prayer,John Lydgate;John Audelay,2
Anne,Louis,John Lydgate,1
Anne,Lucy,Osbern Bokenam,1
Anne,Magi,John Lydgate,1
Anne,Margaret,John Lydgate;Osbern Bokenam,2
Anne,Martha,John Lydgate,1
Anne,Mary Magdalene,John Lydgate;Osbern Bokenam,2
Anne,May,John Lydgate,1
Anne,Michael the archangel,John Lydgate,1
Anne,Occasional poems,John Lydgate,1
Anne,Ositha,John Lydgate,1
Anne,Passion,John Lydgate;John Audelay,2
Anne,Paul,John Audelay,1
Anne,Petronilla,John Lydgate,1
Anne,Richard II,John Lydgate,1
Anne,Robert de Vere,John Lydgate,1
Anne,Robert of Bury,John Lydgate,1
Anne,Rome,John Lydgate,1
Anne,Saint Bernard,John Lydgate,1
Anne,Stephen,John Audelay,1
Anne,Ten Commandments,John Audelay,1
Anne,Thomas,John Lydgate,1
Anne,Thomas of Canterbury,John Lydgate;John Audelay,2
Anne,Troy,John Lydgate,1
Anne,Ursula,John Lydgate,1
Anne,Valentine,John Lydgate,1
Anne,Virgin Mary,John Lydgate;John Audelay,2
Anne,Windsor,John Lydgate,1
Anne,Winifred,John Audelay,1
Anne,astrology/astronomy,John Lydgate,1
Anne,ballads,John Lydgate,1
Anne,birds,John Lydgate,1
Anne,bloodletting,John Lydgate,1
Anne,bookplates,John Audelay,1
Anne,calendars,John Lydgate,1
Anne,carols,John Lydgate;John Audelay,2
Anne,charters,John Lydgate,1
Anne,children,John Lydgate,1
Anne,chronicles,John Lydgate,1
Anne,clothing,John Lydgate,1
Anne,colophons,John Audelay,1
Anne,complaints,John Lydgate,1
Anne,composite poems,John Lydgate,1
Anne,composite texts,John Lydgate,1
Anne,crucifixion,John Audelay,1
Anne,death,John Lydgate;John Audelay,2
Anne,deceit,John Lydgate,1
Anne,devotional verse,John Lydgate,1
Anne,dialogues,John Lydgate;John Audelay,2
Anne,dice,John Lydgate,1
Anne,dream poems,John Lydgate,1
Anne,dream visions,John Lydgate,1
Anne,duplicity,John Lydgate,1
Anne,envoys,John Lydgate,1
Anne,epilogues,John Lydgate,1
Anne,estates literature,John Lydgate,1
Anne,evils of the time,John Lydgate,1
Anne,fables,John Lydgate,1
Anne,faith,Osbern Bokenam,1
Anne,fifteen,John Lydgate,1
Anne,fools,John Lydgate,1
Anne,friars,John Audelay,1
Anne,friends,John Lydgate,1
Anne,historical poems,John Lydgate,1
Anne,historical verse,John Lydgate,1
Anne,humility,John Lydgate,1
Anne,hymns,John Lydgate;John Audelay,2
Anne,indulgences,John Lydgate,1
Anne,instruction,John Lydgate,1
Anne,kings of England,John Lydgate,1
Anne,laments,John Lydgate,1
Anne,legends,John Lydgate;Osbern Bokenam,2
Anne,letters,John Lydgate,1
Anne,love,John Lydgate,1
Anne,love lyrics,John Lydgate,1
Anne,lovers,John Lydgate,1
Anne,lover’s lament,John Lydgate,1
Anne,lust,John Lydgate,1
Anne,manners,John Lydgate,1
Anne,marriage,John Lydgate;John Audelay,2
Anne,martyrs,Osbern Bokenam,1
Anne,mass,John Lydgate,1
Anne,medicine,John Lydgate,1
Anne,mercy,John Lydgate;John Audelay,2
Anne,miracles,John Lydgate,1
Anne,mortality,John Lydgate,1
Anne,mutability,John Lydgate,1
Anne,nightingale,John Lydgate,1
Anne,occasional verse,John Lydgate,1
Anne,occupations,John Lydgate,1
Anne,old age,John Lydgate,1
Anne,pageant verses,John Lydgate,1
Anne,pageants,John Lydgate,1
Anne,paraphrases,John Lydgate;John Audelay,2
Anne,parodies,John Lydgate,1
Anne,patronage,John Lydgate,1
Anne,peace,John Lydgate,1
Anne,pestilence,John Lydgate,1
Anne,political poems,John Audelay,1
Anne,political verse,John Lydgate,1
Anne,prayers,John Lydgate;John Audelay,2
Anne,precepts,John Lydgate;John Audelay,2
Anne,priesthood,John Lydgate,1
Anne,princes,John Lydgate,1
Anne,prologues,John Lydgate;Osbern Bokenam,2
Anne,proverbs,John Lydgate,1
Anne,religious observance,John Lydgate;John Audelay,2
Anne,romances,John Lydgate,1
Anne,roundels,John Lydgate,1
Anne,saints’ lives,John Lydgate;Osbern Bokenam,2
Anne,satire,John Lydgate,1
Anne,scripture texts,John Lydgate;John Audelay,2
Anne,seasons,John Lydgate,1
Anne,sins,John Audelay,1
Anne,tales,John Audelay,1
Anne,thieves,John Lydgate,1
Anne,tongue,John Lydgate,1
Anne,transitoriness,John Lydgate,1
Anne,translations,John Lydgate;John Audelay,2
Anne,two-line,John Lydgate,1
Anne,virtues,John Lydgate;John Audelay,2
Anne,wits,John Audelay,1
Anne,women,John Lydgate;John Audelay,2
Anne,,John Lydgate;John Audelay,2
Annunciation,Scotland,Robert Henryson,1
Annunciation,Scots,Robert Henryson,1
Annunciation,Troilus and Cressida,Robert Henryson,1
Annunciation,ballads,Robert Henryson,1
Annunciation,death,Robert Henryson,1
Annunciation,debates,Robert Henryson,1
Annunciation,devotional verse,Robert Henryson,1
Annunciation,dialogues,Robert Henryson,1
Annunciation,evils of the time,Robert Henryson,1
Annunciation,fables,Robert Henryson,1
Annunciation,medicine,Robert Henryson,1
Annunciation,mortality,Robert Henryson,1
Annunciation,old age,Robert Henryson,1
Annunciation,plague,Robert Henryson,1
Annunciation,political poems,Robert Henryson,1
Annunciation,prayers,Robert Henryson,1
Annunciation,tongue,Robert Henryson,1
Anselm,Bridget,John Audelay,1
Anselm,Christ,John Audelay,1
Anselm,Cross,John Audelay,1
Anselm,Eucharist,John Audelay,1
Anselm,Francis of Assisi,John Audelay,1
Anselm,God,John Audelay,1
Anselm,Gregory,John Audelay,1
Anselm,Henry VI,John Audelay,1
Anselm,Holy Ghost,John Audelay,1
Anselm,John the Evangelist,John Audelay,1
Anselm,Lord’s Day,John Audelay,1
Anselm,Lord’s Prayer,John Audelay,1
Anselm,Passion,John Audelay,1
Anselm,Paul,John Audelay,1
Anselm,Stephen,John Audelay,1
Anselm,Ten Commandments,John Audelay,1
Anselm,Thomas of Canterbury,John Audelay,1
Anselm,Virgin Mary,John Audelay,1
Anselm,Winifred,John Audelay,1
Anselm,bookplates,John Audelay,1
Anselm,carols,John Audelay,1
Anselm,colophons,John Audelay,1
Anselm,crucifixion,John Audelay,1
Anselm,death,John Audelay,1
Anselm,dialogues,John Audelay,1
Anselm,friars,John Audelay,1
Anselm,hymns,John Audelay,1
Anselm,marriage,John Audelay,1
Anselm,mercy,John Audelay,1
Anselm,paraphrases,John Audelay,1
Anselm,political poems,John Audelay,1
Anselm,prayers,John Audelay,1
Anselm,precepts,John Audelay,1
Anselm,scripture texts,John Audelay,1
Anselm,sins,John Audelay,1
Anselm,tales,John Audelay,1
Anselm,translations,John Audelay,1
Anselm,virtues,John Audelay,1
Anselm,wits,John Audelay,1
Anselm,women,John Audelay,1
Anselm,,John Audelay,1
Arthur,Boethius,Geoffrey Chaucer,1
Arthur,Breton lays,Geoffrey Chaucer,1
Arthur,Chaucer,Geoffrey Chaucer,1
Arthur,Church corruption,Geoffrey Chaucer,1
Arthur,Courtly Love,Geoffrey Chaucer,1
Arthur,Cupiditas,Geoffrey Chaucer,1
Arthur,Fame,Geoffrey Chaucer,1
Arthur,Flanders,Geoffrey Chaucer,1
Arthur,Fortune,Geoffrey Chaucer,1
Arthur,God,Geoffrey Chaucer,1
Arthur,Golden Age,Geoffrey Chaucer,1
Arthur,Henry VII,Edmund Turges,1
Arthur,Idleness,Geoffrey Chaucer,1
Arthur,Italy,Geoffrey Chaucer,1
Arthur,Jews,Geoffrey Chaucer,1
Arthur,Lollardy,Geoffrey Chaucer,1
Arthur,Petrarch,Geoffrey Chaucer,1
Arthur,Saint Cecilia,Geoffrey Chaucer,1
Arthur,Theseus,Geoffrey Chaucer,1
Arthur,Troilus and Cressida,Geoffrey Chaucer,1
Arthur,Troy,Geoffrey Chaucer,1
Arthur,Venus,Geoffrey Chaucer,1
Arthur,Virgin Mary,Geoffrey Chaucer,1
Arthur,Worthies,Geoffrey Chaucer,1
Arthur,birds,Geoffrey Chaucer,1
Arthur,carols,Edmund Turges,1
Arthur,chess,Geoffrey Chaucer,1
Arthur,commerce,Geoffrey Chaucer,1
Arthur,complaints,Geoffrey Chaucer,1
Arthur,composite poems,Geoffrey Chaucer,1
Arthur,composite texts,Geoffrey Chaucer,1
Arthur,contest,Geoffrey Chaucer,1
Arthur,context,Geoffrey Chaucer,1
Arthur,corruption,Geoffrey Chaucer,1
Arthur,counsel,Geoffrey Chaucer,1
Arthur,cuckoldry,Geoffrey Chaucer,1
Arthur,death,Geoffrey Chaucer,1
Arthur,devil,Geoffrey Chaucer,1
Arthur,dream poems,Geoffrey Chaucer,1
Arthur,dreams,Geoffrey Chaucer,1
Arthur,elegies,Geoffrey Chaucer,1
Arthur,envoys,Geoffrey Chaucer,1
Arthur,epilogues,Geoffrey Chaucer,1
Arthur,fables,Geoffrey Chaucer,1
Arthur,fabliaux,Geoffrey Chaucer,1
Arthur,farts,Geoffrey Chaucer,1
Arthur,friars,Geoffrey Chaucer,1
Arthur,gentillesse,Geoffrey Chaucer,1
Arthur,gentleman,Geoffrey Chaucer,1
Arthur,herbergage,Geoffrey Chaucer,1
Arthur,illusion,Geoffrey Chaucer,1
Arthur,infidelity,Geoffrey Chaucer,1
Arthur,innocence,Geoffrey Chaucer,1
Arthur,interuptions,Geoffrey Chaucer,1
Arthur,links,Geoffrey Chaucer,1
Arthur,love,Geoffrey Chaucer,1
Arthur,love letters,Geoffrey Chaucer,1
Arthur,lovers,Geoffrey Chaucer,1
Arthur,lover’s lament,Geoffrey Chaucer,1
Arthur,lover’s pleas,Geoffrey Chaucer,1
Arthur,marriage,Geoffrey Chaucer,1
Arthur,marvels,Geoffrey Chaucer,1
Arthur,meditations,Geoffrey Chaucer,1
Arthur,millers,Geoffrey Chaucer,1
Arthur,miracles,Geoffrey Chaucer,1
Arthur,money,Geoffrey Chaucer,1
Arthur,mutability,Geoffrey Chaucer,1
Arthur,obedience,Geoffrey Chaucer,1
Arthur,occasional verse,Geoffrey Chaucer,1
Arthur,patriarchy,Geoffrey Chaucer,1
Arthur,pilgrims/pilgrimage,Geoffrey Chaucer,1
Arthur,pity,Geoffrey Chaucer,1
Arthur,poverty,Geoffrey Chaucer,1
Arthur,preaching,Geoffrey Chaucer,1
Arthur,princes,Geoffrey Chaucer,1
Arthur,prologues,Geoffrey Chaucer,1
Arthur,prophecies,Geoffrey Chaucer,1
Arthur,quest,Geoffrey Chaucer,1
Arthur,requital,Geoffrey Chaucer,1
Arthur,revenge,Geoffrey Chaucer,1
Arthur,rhetoric,Geoffrey Chaucer,1
Arthur,riddles,Geoffrey Chaucer,1
Arthur,romances,Geoffrey Chaucer,1
Arthur,roundels,Geoffrey Chaucer,1
Arthur,sacrifice,Geoffrey Chaucer,1
Arthur,satire,Geoffrey Chaucer,1
Arthur,secular saints,Geoffrey Chaucer,1
Arthur,sentence,Geoffrey Chaucer,1
Arthur,sex,Geoffrey Chaucer,1
Arthur,speech,Geoffrey Chaucer,1
Arthur,summoners,Geoffrey Chaucer,1
Arthur,supernatural,Geoffrey Chaucer,1
Arthur,tale,Geoffrey Chaucer,1
Arthur,tale-telling,Geoffrey Chaucer,1
Arthur,tales,Geoffrey Chaucer,1
Arthur,tidings,Geoffrey Chaucer,1
Arthur,tongue,Geoffrey Chaucer,1
Arthur,tragedy,Geoffrey Chaucer,1
Arthur,two-line,Geoffrey Chaucer,1
Arthur,wine,Geoffrey Chaucer,1
Arthur,women,Geoffrey Chaucer,1
Arthur,,Geoffrey Chaucer,1
Arthurian literature,Arthurian literature,Henry Lovelich,1
Arthurian literature,romances,Henry Lovelich,1
Arundel,Christ,Thomas Hoccleve,1
Arundel,Easter,Thomas Hoccleve,1
Arundel,Garter,Thomas Hoccleve,1
Arundel,Gerelaus,Thomas Hoccleve,1
Arundel,Henry V,Thomas Hoccleve,1
Arundel,Nature,Thomas Hoccleve,1
Arundel,Oldcastle,Thomas Hoccleve,1
Arundel,Richard II,Thomas Hoccleve,1
Arundel,Somer,Thomas Hoccleve,1
Arundel,Virgin Mary,Thomas Hoccleve,1
Arundel,Virgin Mary and Christ,Thomas Hoccleve,1
Arundel,Whitsunday,Thomas Hoccleve,1
Arundel,ballads,Thomas Hoccleve,1
Arundel,commemorative verse,Thomas Hoccleve,1
Arundel,complaints,Thomas Hoccleve,1
Arundel,court life,Thomas Hoccleve,1
Arundel,death,Thomas Hoccleve,1
Arundel,dialogues,Thomas Hoccleve,1
Arundel,duke of York,Thomas Hoccleve,1
Arundel,envoys,Thomas Hoccleve,1
Arundel,epilogues,Thomas Hoccleve,1
Arundel,frames,Thomas Hoccleve,1
Arundel,friends,Thomas Hoccleve,1
Arundel,grace,Thomas Hoccleve,1
Arundel,historical poems,Thomas Hoccleve,1
Arundel,illustrations,Thomas Hoccleve,1
Arundel,introductions,Thomas Hoccleve,1
Arundel,laments,Thomas Hoccleve,1
Arundel,letters,Thomas Hoccleve,1
Arundel,love letters,Thomas Hoccleve,1
Arundel,lovers,Thomas Hoccleve,1
Arundel,madness,Thomas Hoccleve,1
Arundel,money,Thomas Hoccleve,1
Arundel,moralizing,Thomas Hoccleve,1
Arundel,mottoes,Thomas Hoccleve,1
Arundel,mutability,Thomas Hoccleve,1
